Date,Earnings,Players,Tournaments,Game
Nov 18,2224.48,13,4,WarCraft III
Nov 18,1880,10,2,BlazBlue: Cross Tag Battle
Nov 18,1800,5,1,iRacing.com
Nov 18,1590.32,28,5,Black Squad
Nov 18,1430,8,1,Under Night In-Birth EXE: Late[st]
Nov 18,1400,7,1,Chess.com
Nov 18,1000,21,1,Team Fortress 2
Nov 18,580,8,1,Melty Blood: Actress Again Current Code
Nov 18,566.94,4,1,QuakeWorld
Nov 18,500,5,1,Age of Empires Online
Nov 18,465,5,3,Super Smash Bros. Brawl
Nov 18,397.97,8,3,TrackMania 2: Stadium
Nov 18,300,7,3,ARMS
Nov 18,300,8,1,Dengeki Bunko: Fighting Climax Ignition
Dec 18,3298230.97,1546,172,Counter-Strike: Global Offensive
Dec 18,2509250,123,3,Arena of Valor
Dec 18,1310000,24,1,Shadowverse
Dec 18,1182561.89,311,18,Fortnite
Dec 18,900215.27,43,2,CrossFire
Dec 18,612885.06,137,46,StarCraft II
Dec 18,596561.02,332,24,Dota 2
Dec 18,595339.4,341,16,PLAYERUNKNOWN’S BATTLEGROUNDS
Dec 18,463113.14,110,9,FIFA 19
Dec 18,402000,80,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Dec 18,376260.1,325,16,League of Legends
Dec 18,332347.84,59,6,Street Fighter V: Arcade Edition
Dec 18,284278,79,15,Call of Duty: Black Ops 4
Dec 18,267087.18,152,26,Rocket League
Dec 18,206120,55,16,Quake Champions
Dec 18,194750,64,9,Hearthstone
Dec 18,134817.39,150,7,Rainbow Six Siege
Dec 18,1.00E+05,8,1,Creative Destruction
Dec 18,92847.62,40,6,StarCraft: Brood War
Dec 18,74587.45,271,63,Super Smash Bros. Ultimate
Dec 18,52608.03,23,2,Chess.com
Dec 18,50720.27,42,7,Tekken 7
Dec 18,50000,32,1,Attack on Titan Tribute Game
Dec 18,38391.35,82,26,Artifact Classic
Dec 18,34080,18,3,iRacing.com
Dec 18,32000,4,1,Old School Runescape
Dec 18,28927.5,27,4,WarCraft III
Dec 18,25000,1,1,Madden NFL 19
Dec 18,21304.1,52,11,Brawlhalla
Dec 18,20000,12,2,Call of Duty: Blackout
Dec 18,19831,68,5,Team Fortress 2
Dec 18,17860.7,69,12,Super Smash Bros. Melee
Dec 18,12195.55,22,5,Dragon Ball FighterZ
Dec 18,10000,16,1,Magic: The Gathering Arena
Dec 18,7370,20,2,Clash Royale
Dec 18,6240.6,33,7,Age of Empires II
Dec 18,4839.15,10,3,Minecraft
Dec 18,4780,7,2,Soul Calibur VI
Dec 18,4320,255,1,osu!
Dec 18,4128,22,2,Age of Empires
Dec 18,1844.49,27,6,Black Squad
Dec 18,1800,27,1,Overwatch
Dec 18,1100,8,2,Lichess
Dec 18,983.33,7,2,BlazBlue: Cross Tag Battle
Dec 18,980,8,2,Super Smash Bros.
Dec 18,929.58,10,4,TrackMania 2: Stadium
Dec 18,840.11,18,5,Super Smash Bros. for Wii U
Dec 18,800,12,1,Halo 3
Dec 18,663.33,7,2,Under Night In-Birth EXE: Late[st]
Dec 18,550,6,2,Guilty Gear Xrd REV 2
Dec 18,366.67,4,1,NHL 19
Dec 18,344.33,1,1,FIFA 18
Dec 18,311.4,4,2,Pokk<U+00E9>n Tournament DX
Dec 18,310,3,1,Mortal Kombat XL
Dec 18,280,3,1,Injustice 2
Dec 18,260,3,1,Windjammers
Dec 18,250,3,3,Age of Empires III
Dec 18,240,3,1,Ultimate Marvel vs. Capcom 3
Dec 18,230,5,2,Super Street Fighter II Turbo
Dec 18,225.4,7,4,ARMS
Dec 18,220,4,1,Mario Kart 8 Deluxe
Dec 18,220,4,1,Super Mario Party
Dec 18,160,3,1,Marvel vs. Capcom: Infinite
Dec 18,150,2,1,Killer Instinct (2013)
Dec 18,146.67,3,1,Puyo Puyo Tetris
Dec 18,110,3,1,BlazBlue: Central Fiction
Dec 18,110,2,1,Fighting EX Layer
Dec 18,110,3,1,Ultra Street Fighter IV
Dec 18,65.59,5,2,Project M
Dec 18,11.4,1,1,Lethal League Blaze
Jan 19,1499927.13,227,13,Dota 2
Jan 19,1035800.98,602,11,Overwatch
Jan 19,834881.05,470,83,Counter-Strike: Global Offensive
Jan 19,626067.65,138,4,PLAYERUNKNOWN’S BATTLEGROUNDS
Jan 19,539360,40,2,Arena of Valor
Jan 19,363000,72,3,FIFA 19
Jan 19,349000,214,5,Hearthstone
Jan 19,315778.46,69,12,Fortnite
Jan 19,160589.23,146,7,League of Legends
Jan 19,121000,68,7,Rocket League
Jan 19,91905.44,134,38,StarCraft II
Jan 19,55283.55,71,5,Rainbow Six Siege
Jan 19,52475.3,24,7,WarCraft III
Jan 19,48235.65,244,63,Super Smash Bros. Ultimate
Jan 19,47075,30,3,Heroes of the Storm
Jan 19,39282.65,78,28,Artifact Classic
Jan 19,30000,11,2,Call of Duty: Blackout
Jan 19,29400,32,1,Halo 3
Jan 19,28796.91,21,4,Dragon Ball FighterZ
Jan 19,12000,24,3,Shadowverse
Jan 19,11900,16,6,Call of Duty: Black Ops 4
Jan 19,7500,2,1,NHL 19
Jan 19,6815.85,20,11,Age of Empires II
Jan 19,4130,14,3,Guilty Gear Xrd REV 2
Jan 19,4010.43,20,2,Black Squad
Jan 19,4006.91,14,3,Soul Calibur VI
Jan 19,3976.91,14,3,Tekken 7
Jan 19,2640,11,2,Street Fighter V: Arcade Edition
Jan 19,2226.94,20,4,iRacing.com
Jan 19,2030,11,2,BlazBlue: Cross Tag Battle
Jan 19,1907.81,18,5,Super Smash Bros. Melee
Jan 19,1770,8,1,Under Night In-Birth EXE: Late[st]
Jan 19,1592.6,7,2,Pokk<U+00E9>n Tournament DX
Jan 19,1450,30,9,Brawlhalla
Jan 19,1400.01,8,1,Chess.com
Jan 19,1280,3,1,King of Fighters XIV
Jan 19,1280,8,1,Mystery Game Tournament
Jan 19,1218.86,15,6,TrackMania 2: Stadium
Jan 19,1100,8,2,Lichess
Jan 19,1089.36,6,5,StarCraft: Brood War
Jan 19,880,8,1,BlazBlue: Central Fiction
Jan 19,790,8,1,Street Fighter III: 3rd Strike
Jan 19,720,5,2,Marvel vs. Capcom: Infinite
Jan 19,710,3,1,Vampire Savior
Jan 19,660,3,1,Skullgirls 2nd Encore
Jan 19,620,3,1,Super Street Fighter II Turbo
Jan 19,590,6,2,Injustice 2
Jan 19,490,3,1,Ultimate Marvel vs. Capcom 3
Jan 19,480,3,1,Mortal Kombat X
Jan 19,460,5,2,Killer Instinct (2013)
Jan 19,440,3,1,Guilty Gear XX Accent Core Plus R
Jan 19,420,3,1,Sailor Moon S
Jan 19,400,4,2,Age of Empires III
Jan 19,350,3,1,Melty Blood: Actress Again Current Code
Jan 19,300,1,1,Company of Heroes 2
Jan 19,290,3,1,Tatsunoko vs. Capcom: Ultimate All-Stars
Jan 19,220,3,1,Fighting EX Layer
Jan 19,201.3,8,3,ARMS
Jan 19,150,3,1,Super Smash Bros.
Jan 19,100,4,1,Age of Empires
Jan 19,51.3,3,1,Lethal League Blaze
Jan 19,51.3,3,1,Mario Tennis Aces
Jan 19,11.36,8,1,Xonotic
Feb 19,2018994.58,187,6,Rainbow Six Siege
Feb 19,833701.96,180,8,Dota 2
Feb 19,752876.79,210,24,Fortnite
Feb 19,433576.94,503,50,Counter-Strike: Global Offensive
Feb 19,235100,71,6,PLAYERUNKNOWN’S BATTLEGROUNDS
Feb 19,229750,63,4,FIFA 19
Feb 19,212829,116,8,Apex Legends
Feb 19,2.00E+05,60,1,Gears of War 4
Feb 19,131007.93,83,10,Rocket League
Feb 19,121608.35,71,4,Call of Duty: Blackout
Feb 19,111376.5,89,6,League of Legends
Feb 19,70880,10,1,Arena of Valor
Feb 19,67398.38,224,66,Super Smash Bros. Ultimate
Feb 19,52130,17,2,Clash Royale
Feb 19,42291.32,28,5,Hearthstone
Feb 19,35700,36,5,Age of Empires II
Feb 19,35000,40,1,Stardew Valley
Feb 19,28681.03,14,3,Street Fighter V: Arcade Edition
Feb 19,28580.6,14,3,Tekken 7
Feb 19,26200,101,15,Brawlhalla
Feb 19,25685.9,27,3,Overwatch
Feb 19,24530.63,14,3,Dragon Ball FighterZ
Feb 19,20000,22,2,World of WarCraft
Feb 19,19356.12,58,22,StarCraft II
Feb 19,15200,16,1,Forza Motorsport 7
Feb 19,13457.99,66,22,Artifact Classic
Feb 19,12507.92,19,3,Super Smash Bros. Melee
Feb 19,12000,24,3,Shadowverse
Feb 19,11670.21,16,2,Guilty Gear Xrd REV 2
Feb 19,10030.21,11,2,Soul Calibur VI
Feb 19,10000,16,1,Magic: The Gathering Arena
Feb 19,9960.21,19,3,BlazBlue: Cross Tag Battle
Feb 19,9050.21,8,1,King of Fighters XIV
Feb 19,8500,3,2,NHL 19
Feb 19,7000,43,1,iRacing.com
Feb 19,5992,24,5,Call of Duty: Black Ops 4
Feb 19,5340,11,2,Pokk<U+00E9>n Tournament DX
Feb 19,4300,4,1,Age of Empires
Feb 19,2740,8,1,Under Night In-Birth EXE: Late[st]
Feb 19,2570,8,1,BlazBlue: Central Fiction
Feb 19,2235,8,1,WarCraft III
Feb 19,2200,12,4,Lichess
Feb 19,2181.83,15,6,TrackMania 2: Stadium
Feb 19,1400,5,1,Chess.com
Feb 19,994.04,9,6,StarCraft: Brood War
Feb 19,430,3,1,Dead or Alive 6
Feb 19,400,3,1,Auto Chess
Feb 19,353.95,10,4,Project M
Feb 19,184.51,6,2,ARMS
Feb 19,170,3,1,Soul Calibur II
Feb 19,150,3,3,Age of Empires III
Feb 19,140,2,1,Mortal Kombat XL
Feb 19,80,1,1,Virtua Fighter 5
Feb 19,11.46,12,1,Xonotic
Mar 19,2763717.12,818,70,Counter-Strike: Global Offensive
Mar 19,2375413.65,335,22,Dota 2
Mar 19,1.00E+06,64,1,Magic: The Gathering Arena
Mar 19,957055.56,667,32,Fortnite
Mar 19,646959.69,321,15,PLAYERUNKNOWN’S BATTLEGROUNDS
Mar 19,646771.8,93,24,StarCraft II
Mar 19,511801.18,135,5,Overwatch
Mar 19,500197.18,58,6,Hearthstone
Mar 19,426325,140,6,Call of Duty: Black Ops 4
Mar 19,315590.41,245,30,Apex Legends
Mar 19,227379.71,404,18,League of Legends
Mar 19,152693.66,20,4,FIFA 19
Mar 19,135928.11,375,104,Super Smash Bros. Ultimate
Mar 19,120000,38,2,Halo 3
Mar 19,114500,15,3,Tekken 7
Mar 19,76982.24,80,5,Rainbow Six Siege
Mar 19,71620.03,31,6,StarCraft: Brood War
Mar 19,69216.11,32,4,Shadowverse
Mar 19,52700,8,4,Guns of Boom
Mar 19,50000,5,1,Arena of Valor
Mar 19,50000,40,1,Clash of Clans
Mar 19,43652.6,21,4,Street Fighter V: Arcade Edition
Mar 19,32000,4,1,Old School Runescape
Mar 19,27250,40,2,The Division 2
Mar 19,25752.15,72,7,rFactor 2
Mar 19,25000,8,1,Gwent
Mar 19,24595.5,61,22,Brawlhalla
Mar 19,20000,28,1,Call of Duty: Blackout
Mar 19,19964.62,44,10,Rocket League
Mar 19,15000,2,1,Madden NFL 19
Mar 19,11703,8,1,WarCraft III
Mar 19,9392,53,22,Artifact Classic
Mar 19,8999.39,49,9,Super Smash Bros. Melee
Mar 19,8799.01,37,12,Age of Empires II
Mar 19,5835.31,25,9,TrackMania 2: Stadium
Mar 19,3000,2,2,NHL 19
Mar 19,2932,21,2,Heroes of the Storm
Mar 19,2740,8,3,Dragon Ball FighterZ
Mar 19,2400,83,3,iRacing.com
Mar 19,1920,7,2,Soul Calibur VI
Mar 19,1600,7,2,Lichess
Mar 19,1400,9,1,Chess.com
Mar 19,1060,6,2,BlazBlue: Cross Tag Battle
Mar 19,1002,27,1,Team Fortress 2
Mar 19,1000,3,1,Counter-Strike: Source
Mar 19,1000,2,2,Forza Motorsport 7
Mar 19,870,3,1,Dead or Alive 6
Mar 19,860,3,1,Under Night In-Birth EXE: Late[st]
Mar 19,825,14,6,Age of Empires III
Mar 19,680,6,2,Guilty Gear Xrd REV 2
Mar 19,666,3,1,Assetto Corsa
Mar 19,610,3,1,Ultra Street Fighter IV
Mar 19,600,6,2,Super Street Fighter II Turbo
Mar 19,558.46,8,2,Lethal League Blaze
Mar 19,520.95,17,4,Project M
Mar 19,490,6,2,Pokk<U+00E9>n Tournament DX
Mar 19,452.75,23,3,CrossFire
Mar 19,400,3,1,Auto Chess
Mar 19,397.04,9,3,ARMS
Mar 19,305,2,3,Company of Heroes 2
Mar 19,240,3,1,King of Fighters XIV
Mar 19,240,3,1,Marvel vs. Capcom: Infinite
Mar 19,170,3,1,Injustice 2
Mar 19,150,3,1,Windjammers
Mar 19,130,3,1,Street Fighter Alpha 2
Mar 19,34.2,1,1,Hand of the Gods
Apr 19,3606031.61,717,41,Fortnite
Apr 19,2230041.87,850,35,League of Legends
Apr 19,1728838.02,1234,84,Counter-Strike: Global Offensive
Apr 19,1007307.32,24,2,Hearthstone
Apr 19,875430.28,212,19,Dota 2
Apr 19,711066,148,8,PLAYERUNKNOWN’S BATTLEGROUNDS
Apr 19,705420.75,245,12,Apex Legends
Apr 19,512000,27,4,Magic: The Gathering Arena
Apr 19,509340,60,4,Arena of Valor
Apr 19,355828.81,165,41,StarCraft II
Apr 19,346500,94,3,FIFA 19
Apr 19,343884.67,192,10,Rainbow Six Siege
Apr 19,3.00E+05,15,1,Gears of War 4
Apr 19,102400,53,1,Free Fire
Apr 19,85000,3,1,Madden NFL 19
Apr 19,62696.61,277,79,Super Smash Bros. Ultimate
Apr 19,50590,5,2,Clash of Clans
Apr 19,41050,69,6,Chess.com
Apr 19,40000,31,1,Call of Duty: Blackout
Apr 19,37390,40,1,Call of Duty: Black Ops 4
Apr 19,27762,95,18,Brawlhalla
Apr 19,24295.24,10,2,Heroes of the Storm
Apr 19,19596,20,1,Sekiro: Shadows Die Twice
Apr 19,18999.72,18,3,Street Fighter V: Arcade Edition
Apr 19,17306.04,31,14,Age of Empires II
Apr 19,16552.87,91,4,Team Fortress 2
Apr 19,15708.83,51,10,Super Smash Bros. Melee
Apr 19,14813.33,57,14,Rocket League
Apr 19,12893.02,18,2,Overwatch
Apr 19,11900,24,3,Shadowverse
Apr 19,9788.62,15,3,Tekken 7
Apr 19,8157.61,8,2,WarCraft III
Apr 19,7860.95,22,10,TrackMania 2: Stadium
Apr 19,7169.99,13,5,StarCraft: Brood War
Apr 19,6840,40,1,CrossFire
Apr 19,5736.27,11,4,Soul Calibur VI
Apr 19,5269.87,8,1,Dead or Alive 6
Apr 19,3025,27,8,Artifact Classic
Apr 19,2240,6,1,osu!
Apr 19,2100,4,2,Guns of Boom
Apr 19,1420,6,2,Dragon Ball FighterZ
Apr 19,899.6,3,1,Quake Champions
Apr 19,750,6,1,Mortal Kombat 11
Apr 19,360,4,1,BlazBlue: Cross Tag Battle
Apr 19,337.68,3,1,TrackMania 2: Canyon
Apr 19,300,3,1,Guilty Gear Xrd REV 2
Apr 19,134.99,3,1,Lethal League Blaze
Apr 19,100,1,1,Age of Empires III
May 19,4095331.48,552,41,Fortnite
May 19,1956577.2,520,11,Overwatch
May 19,1366921.91,796,62,Counter-Strike: Global Offensive
May 19,1153882.77,202,13,Dota 2
May 19,620271.92,171,17,Rocket League
May 19,564060,67,7,FIFA 19
May 19,531752.86,260,16,League of Legends
May 19,400796.14,237,8,Rainbow Six Siege
May 19,4.00E+05,115,2,Call of Duty: Black Ops 4
May 19,336306,228,10,PLAYERUNKNOWN’S BATTLEGROUNDS
May 19,239000,36,1,FIFA Online 4
May 19,202898,67,3,Arena of Valor
May 19,2.00E+05,24,1,Magic: The Gathering Online
May 19,148325.8,104,40,StarCraft II
May 19,120280.08,385,102,Super Smash Bros. Ultimate
May 19,1.00E+05,28,1,World of WarCraft
May 19,62914.92,19,4,WarCraft III
May 19,62050,80,13,Brawlhalla
May 19,61912.97,39,6,Mortal Kombat 11
May 19,57937.76,12,1,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
May 19,55958.7,8,1,Multigaming
May 19,50000,64,2,Splitgate: Arena Warfare
May 19,45000,51,6,Magic: The Gathering Arena
May 19,43363.56,31,7,Tekken 7
May 19,30000,28,1,Call of Duty: Blackout
May 19,27669.32,28,5,Street Fighter V: Arcade Edition
May 19,25000,5,1,Clash of Clans
May 19,25000,12,1,iRacing.com
May 19,22400,16,2,Project Cars 2
May 19,18191.24,22,3,Hearthstone
May 19,17575.52,42,8,Apex Legends
May 19,13641.23,21,7,TrackMania 2: Stadium
May 19,13569.99,81,12,Super Smash Bros. Melee
May 19,12416.86,49,21,Age of Empires II
May 19,11900,24,3,Shadowverse
May 19,9664,4,2,Assetto Corsa
May 19,9653.72,18,3,Dragon Ball FighterZ
May 19,8400,37,2,RaceRoom Racing Experience
May 19,6840,40,1,CrossFire
May 19,5945.12,12,2,Under Night In-Birth EXE: Late[st]
May 19,5850,11,2,Dead or Alive 6
May 19,5240,11,2,King of Fighters XIV
May 19,4820,8,1,Skullgirls 2nd Encore
May 19,3887.5,11,6,StarCraft: Brood War
May 19,3861.79,13,3,Guilty Gear Xrd REV 2
May 19,3305.09,18,2,Wolfenstein: Enemy Territory
May 19,2819.69,13,3,Soul Calibur VI
May 19,2560,8,1,Mystery Game Tournament
May 19,2404,13,2,Chess.com
May 19,2394.23,14,3,BlazBlue: Cross Tag Battle
May 19,1786.8,4,1,Puyo Puyo Champions
May 19,1750,18,2,Heroes of the Storm
May 19,1677.75,8,2,Lethal League Blaze
May 19,1220,8,1,Street Fighter III: 3rd Strike
May 19,1116.75,4,1,Windjammers
May 19,1100,8,2,Lichess
May 19,1090,8,1,Super Street Fighter II Turbo
May 19,1040,8,1,Killer Instinct (2013)
May 19,1020,8,1,Vampire Savior
May 19,1000,2,1,Old School Runescape
May 19,1000,5,2,Quake Champions
May 19,1000,4,1,Warparty
May 19,960,8,1,Marvel vs. Capcom: Infinite
May 19,850,3,1,Naruto Shippuden: Ultimate Ninja Storm 4
May 19,700,1,1,NHL 19
May 19,540,3,1,Capcom vs. SNK 2
May 19,500,1,1,King of Fighters 98
May 19,500,3,1,Teenage Mutant Ninja Turtles: Tournament Fighters
May 19,420,3,1,Marvel vs. Capcom 2
May 19,420,3,1,Soul Calibur II
May 19,410,3,1,Street Fighter Alpha 2
May 19,327.01,11,1,ARMS
May 19,289.62,6,1,Super Smash Bros. Brawl
May 19,282.2,6,1,Super Smash Bros.
May 19,270,3,1,Rivals of Aether
May 19,250,3,1,Street Fighter X Tekken
May 19,240,11,7,Artifact Classic
May 19,235.44,3,1,BlazBlue: Central Fiction
May 19,190,3,1,Street Fighter EX2 Plus
May 19,160,3,1,Ultimate Marvel vs. Capcom 3
May 19,152.89,8,1,Project M
May 19,130,2,1,Puyo Puyo Tetris
Jun 19,5100715.49,625,32,Fortnite
Jun 19,2014445.67,863,70,Counter-Strike: Global Offensive
Jun 19,1917702.02,433,27,Dota 2
Jun 19,1450311,27,2,Arena of Valor
Jun 19,945051.37,419,14,PLAYERUNKNOWN’S BATTLEGROUNDS
Jun 19,766000,81,5,Magic: The Gathering Arena
Jun 19,656206.44,148,22,Rocket League
Jun 19,551160.31,402,8,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Jun 19,513420,127,5,Hearthstone
Jun 19,406435,141,4,Call of Duty: Black Ops 4
Jun 19,263615.66,158,36,StarCraft II
Jun 19,216000,25,2,Pro Evolution Soccer 2019
Jun 19,191229,123,5,Overwatch
Jun 19,167083.38,298,19,League of Legends
Jun 19,160370,11,5,Clash of Clans
Jun 19,132358.23,189,10,Rainbow Six Siege
Jun 19,130568.15,423,115,Super Smash Bros. Ultimate
Jun 19,110400,65,13,Brawlhalla
Jun 19,110000,27,3,Clash Royale
Jun 19,1.00E+05,35,1,Forza Motorsport 7
Jun 19,95360,51,1,Free Fire
Jun 19,83998,52,3,Heroes of the Storm
Jun 19,71080.5,19,6,StarCraft: Brood War
Jun 19,70826.85,32,4,Shadowverse
Jun 19,70000,40,2,Paladins
Jun 19,67216.5,16,4,WarCraft III
Jun 19,65991.95,112,23,Super Smash Bros. Melee
Jun 19,65092.96,80,5,Apex Legends
Jun 19,64000,2,2,Old School Runescape
Jun 19,63621.44,48,8,Tekken 7
Jun 19,52500,38,6,Battalion 1944
Jun 19,50800,32,2,Halo 3
Jun 19,40000,18,1,Call of Duty: Blackout
Jun 19,37830,22,4,Street Fighter V: Arcade Edition
Jun 19,32400,20,4,Brawl Stars
Jun 19,27904,19,3,Assetto Corsa
Jun 19,23820,24,3,Mortal Kombat 11
Jun 19,21402,18,2,Chess.com
Jun 19,19250,28,1,Stardew Valley
Jun 19,16500,40,2,Mordhau
Jun 19,13870,14,2,Dead or Alive 6
Jun 19,13225,40,1,CrossFire
Jun 19,10000,4,1,Guns of Boom
Jun 19,10000,2,1,Minecraft
Jun 19,8909.38,38,12,Age of Empires II
Jun 19,7840,8,1,rFactor 2
Jun 19,6762,18,2,Project M
Jun 19,5360,11,2,Dragon Ball FighterZ
Jun 19,5043.27,15,3,TrackMania 2: Stadium
Jun 19,4620,15,3,Soul Calibur VI
Jun 19,4518.76,9,3,FIFA 19
Jun 19,2610,14,2,BlazBlue: Cross Tag Battle
Jun 19,2013.06,11,2,Under Night In-Birth EXE: Late[st]
Jun 19,2000,9,4,Project Cars 2
Jun 19,1925,34,1,Team Fortress 2
Jun 19,1680,8,1,Samurai Shodown (2019)
Jun 19,1600,11,3,Dota Underlords
Jun 19,1323.2,11,2,Guilty Gear Xrd REV 2
Jun 19,1100,8,2,Lichess
Jun 19,1039.65,3,1,Teamfight Tactics
Jun 19,1000,8,1,Windjammers
Jun 19,982,8,7,Age of Empires III
Jun 19,850,3,1,King of Fighters XIV
Jun 19,850,3,1,Power Rangers: Battle for the Grid
Jun 19,661,9,2,ARMS
Jun 19,640,8,1,BlazBlue: Central Fiction
Jun 19,530,7,4,Artifact Classic
Jun 19,150,2,1,Age of Empires
Jun 19,111,1,1,iRacing.com
Jun 19,76.38,3,1,Super Smash Bros. Brawl
Jun 19,0,9,1,Ring of Elysium
Jul 19,36713555.9,785,33,Fortnite
Jul 19,2999500,163,5,Call of Duty: Black Ops 4
Jul 19,2744531.87,1256,80,Counter-Strike: Global Offensive
Jul 19,1260030.73,265,13,PLAYERUNKNOWN’S BATTLEGROUNDS
Jul 19,537000,92,5,Magic: The Gathering Arena
Jul 19,505000,92,2,Overwatch
Jul 19,5.00E+05,128,2,FIFA 19
Jul 19,484000,40,1,Arena of Valor
Jul 19,474414.31,147,3,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile
Jul 19,317585.74,175,11,Dota 2
Jul 19,259548.51,168,9,Rainbow Six Siege
Jul 19,230000,51,2,Clash Royale
Jul 19,226000,51,4,Hearthstone
Jul 19,224466.05,260,12,League of Legends
Jul 19,207837.46,116,34,StarCraft II
Jul 19,2.00E+05,40,1,Gears 5
Jul 19,151000,66,3,Teamfight Tactics
Jul 19,146840,50,2,CrossFire
Jul 19,110000,34,1,Paladins
Jul 19,108745.01,70,16,Rocket League
Jul 19,1.00E+05,67,4,Sea of Thieves
Jul 19,96612.1,460,129,Super Smash Bros. Ultimate
Jul 19,90542.99,67,9,Mortal Kombat 11
Jul 19,90000,75,7,Apex Legends
Jul 19,85000,12,2,Clash of Clans
Jul 19,65000,20,1,Quake Champions
Jul 19,50000,9,5,Minecraft
Jul 19,45000,3,1,WarCraft III
Jul 19,42750,65,11,Brawlhalla
Jul 19,38574.78,49,12,Tekken 7
Jul 19,35522.28,31,1,Auto Chess
Jul 19,34040.91,32,6,Street Fighter V: Arcade Edition
Jul 19,25110.15,55,4,Heroes of the Storm
Jul 19,19968,12,2,rFactor 2
Jul 19,15628.03,15,3,Soul Calibur VI
Jul 19,13316.27,24,1,Farming Simulator 19
Jul 19,11900,24,3,Shadowverse
Jul 19,10033.15,77,16,Super Smash Bros. Melee
Jul 19,9509.6,4,2,Assetto Corsa
Jul 19,9336.49,8,1,Free Fire
Jul 19,7445.57,6,2,King of Fighters 98
Jul 19,7399.51,3,1,King of Fighters XIV
Jul 19,5633.95,32,10,Age of Empires II
Jul 19,5587.52,33,7,Dragon Ball FighterZ
Jul 19,5302.67,13,3,Dead or Alive 6
Jul 19,4370,11,4,Age of Empires III
Jul 19,3294.81,26,9,TrackMania 2: Stadium
Jul 19,2549.96,13,3,Samurai Shodown (2019)
Jul 19,2184.89,8,5,StarCraft: Brood War
Jul 19,2000,8,4,Project Cars 2
Jul 19,1500,15,3,Battalion 1944
Jul 19,1500,4,1,Brawl Stars
Jul 19,1400.1,11,1,Chess.com
Jul 19,1200,1,1,Doom II: Hell on Earth
Jul 19,1200,1,1,Quake II
Jul 19,1200,1,1,QuakeWorld
Jul 19,1138.82,14,3,Under Night In-Birth EXE: Late[st]
Jul 19,1100,7,2,Lichess
Jul 19,933.69,11,2,BlazBlue: Cross Tag Battle
Jul 19,850,3,1,Injustice 2
Jul 19,850,3,1,Rivals of Aether
Jul 19,626,8,4,Artifact Classic
Jul 19,615.61,6,2,Ultra Street Fighter IV
Jul 19,581.98,7,2,Guilty Gear Xrd REV 2
Jul 19,428.47,6,2,Ultimate Marvel vs. Capcom 3
Jul 19,382.41,4,1,BlazBlue: Central Fiction
Jul 19,260.97,3,1,Pokk<U+00E9>n Tournament DX
Jul 19,229.44,3,1,Mario Kart 8 Deluxe
Jul 19,195,11,1,Mystery Game Tournament
Jul 19,152.96,3,1,Fighting EX Layer
Jul 19,150,2,1,Age of Empires
Jul 19,145,3,1,Project M
Jul 19,123,0,1,Mordhau
Jul 19,115.13,3,1,Sailor Moon S
Jul 19,92.11,3,1,Super Street Fighter II Turbo
Jul 19,61.4,3,1,Samurai Shodown V Special
Jul 19,50,3,1,ARMS
Aug 19,34460762.14,422,28,Dota 2
Aug 19,3462050.01,885,51,Fortnite
Aug 19,2166994.19,60,1,Arena of Valor
Aug 19,2095647,180,2,Call of Duty: Black Ops 4
Aug 19,1028680.64,410,7,Overwatch
Aug 19,944480.38,623,27,League of Legends
Aug 19,684045.45,183,8,Rainbow Six Siege
Aug 19,544068.51,156,4,PLAYERUNKNOWN’S BATTLEGROUNDS
Aug 19,530388.57,49,3,FIFA 19
Aug 19,528540,175,3,Hearthstone
Aug 19,359173.58,516,48,Counter-Strike: Global Offensive
Aug 19,354873,170,5,Apex Legends
Aug 19,176159.79,139,43,StarCraft II
Aug 19,174497.35,98,23,Rocket League
Aug 19,131760.59,347,83,Super Smash Bros. Ultimate
Aug 19,70749.17,14,3,Street Fighter V: Arcade Edition
Aug 19,60000,3,1,Ring of Elysium
Aug 19,53330,44,3,iRacing.com
Aug 19,47290,8,1,Samurai Shodown (2019)
Aug 19,40000,0,1,Clash of Clans
Aug 19,40000,7,4,Minecraft
Aug 19,33777.62,32,8,Tekken 7
Aug 19,31964.45,80,12,Super Smash Bros. Melee
Aug 19,31770,24,3,Mortal Kombat 11
Aug 19,25500,41,6,Brawlhalla
Aug 19,25000,17,1,Halo 3
Aug 19,23400.01,23,3,Chess.com
Aug 19,23052.98,22,3,Dragon Ball FighterZ
Aug 19,20000,28,5,Magic: The Gathering Arena
Aug 19,19620,3,1,Asphalt 9: Legends
Aug 19,16860.92,14,3,Dota Underlords
Aug 19,16009.43,51,11,Age of Empires II
Aug 19,13351.37,24,1,Farming Simulator 19
Aug 19,12132.59,17,3,Under Night In-Birth EXE: Late[st]
Aug 19,12070.39,36,5,WarCraft III
Aug 19,11984.72,75,3,Heroes of the Storm
Aug 19,11900,24,3,Shadowverse
Aug 19,10260,23,3,rFactor 2
Aug 19,10000,12,1,Call of Duty: Blackout
Aug 19,9797.5,5,2,Assetto Corsa
Aug 19,8000,15,2,Battalion 1944
Aug 19,7657.07,38,2,Team Fortress 2
Aug 19,7460,8,1,Soul Calibur VI
